,number_of_a,number_of_b,number_of_used_a,number_of_used_b,status,Total cost
1886,37,36,13,0,Optimal,1198540
1887,37,37,13,0,Optimal,1198540
1888,37,38,13,0,Optimal,1198540
1889,37,39,13,0,Optimal,1198540
1890,37,40,13,0,Optimal,1198540
1891,37,41,13,0,Optimal,1198540
1892,37,42,13,0,Optimal,1198540
1893,37,43,13,0,Optimal,1198540
1894,37,44,13,0,Optimal,1198540
1895,37,45,13,0,Optimal,1198540
1896,37,46,13,0,Optimal,1198540
1897,37,47,13,0,Optimal,1198540
1898,37,48,13,0,Optimal,1198540
1899,37,49,13,0,Optimal,1198540
1900,38,0,13,0,Optimal,1198540
1901,38,1,13,0,Optimal,1198540
1902,38,2,13,0,Optimal,1198540
1903,38,3,13,0,Optimal,1198540
1904,38,4,13,0,Optimal,1198540
1905,38,5,13,0,Optimal,1198540
1906,38,6,13,0,Optimal,1198540
1907,38,7,13,0,Optimal,1198540
1908,38,8,13,0,Optimal,1198540
1909,38,9,13,0,Optimal,1198540
1910,38,10,13,0,Optimal,1198540
1911,38,11,13,0,Optimal,1198540
1912,38,12,13,0,Optimal,1198540
1913,38,13,13,0,Optimal,1198540
1914,38,14,13,0,Optimal,1198540
1915,38,15,13,0,Optimal,1198540
1916,38,16,13,0,Optimal,1198540
1917,38,17,13,0,Optimal,1198540
1918,38,18,13,0,Optimal,1198540
1919,38,19,13,0,Optimal,1198540
1920,38,20,13,0,Optimal,1198540
1921,38,21,13,0,Optimal,1198540
1922,38,22,13,0,Optimal,1198540
1923,38,23,13,0,Optimal,1198540
1924,38,24,13,0,Optimal,1198540
1925,38,25,13,0,Optimal,1198540
1926,38,26,13,0,Optimal,1198540
1927,38,27,13,0,Optimal,1198540
1928,38,28,13,0,Optimal,1198540
1929,38,29,13,0,Optimal,1198540
1930,38,30,13,0,Optimal,1198540
1931,38,31,13,0,Optimal,1198540
1932,38,32,13,0,Optimal,1198540
1933,38,33,13,0,Optimal,1198540
1934,38,34,13,0,Optimal,1198540
1935,38,35,13,0,Optimal,1198540
1936,38,36,13,0,Optimal,1198540
1937,38,37,13,0,Optimal,1198540
1938,38,38,13,0,Optimal,1198540
1939,38,39,13,0,Optimal,1198540
1940,38,40,13,0,Optimal,1198540
1941,38,41,13,0,Optimal,1198540
1942,38,42,13,0,Optimal,1198540
1943,38,43,13,0,Optimal,1198540
1944,38,44,13,0,Optimal,1198540
1945,38,45,13,0,Optimal,1198540
1946,38,46,13,0,Optimal,1198540
1947,38,47,13,0,Optimal,1198540
1948,38,48,13,0,Optimal,1198540
1949,38,49,13,0,Optimal,1198540
1950,39,0,13,0,Optimal,1198540
1951,39,1,13,0,Optimal,1198540
1952,39,2,13,0,Optimal,1198540
1953,39,3,13,0,Optimal,1198540
1954,39,4,13,0,Optimal,1198540
1955,39,5,13,0,Optimal,1198540
1956,39,6,13,0,Optimal,1198540
1957,39,7,13,0,Optimal,1198540
1958,39,8,13,0,Optimal,1198540
1959,39,9,13,0,Optimal,1198540
1960,39,10,13,0,Optimal,1198540
1961,39,11,13,0,Optimal,1198540
1962,39,12,13,0,Optimal,1198540
1963,39,13,13,0,Optimal,1198540
1964,39,14,13,0,Optimal,1198540
1965,39,15,13,0,Optimal,1198540
1966,39,16,13,0,Optimal,1198540
1967,39,17,13,0,Optimal,1198540
1968,39,18,13,0,Optimal,1198540
1969,39,19,13,0,Optimal,1198540
1970,39,20,13,0,Optimal,1198540
1971,39,21,13,0,Optimal,1198540
1972,39,22,13,0,Optimal,1198540
1973,39,23,13,0,Optimal,1198540
1974,39,24,13,0,Optimal,1198540
1975,39,25,13,0,Optimal,1198540
1976,39,26,13,0,Optimal,1198540
1977,39,27,13,0,Optimal,1198540
1978,39,28,13,0,Optimal,1198540
1979,39,29,13,0,Optimal,1198540
1980,39,30,13,0,Optimal,1198540
1981,39,31,13,0,Optimal,1198540
1982,39,32,13,0,Optimal,1198540
1983,39,33,13,0,Optimal,1198540
1984,39,34,13,0,Optimal,1198540
1985,39,35,13,0,Optimal,1198540
1986,39,36,13,0,Optimal,1198540
1987,39,37,13,0,Optimal,1198540
1988,39,38,13,0,Optimal,1198540
1989,39,39,13,0,Optimal,1198540
1990,39,40,13,0,Optimal,1198540
1991,39,41,13,0,Optimal,1198540
1992,39,42,13,0,Optimal,1198540
1993,39,43,13,0,Optimal,1198540
1994,39,44,13,0,Optimal,1198540
1995,39,45,13,0,Optimal,1198540
1996,39,46,13,0,Optimal,1198540
1997,39,47,13,0,Optimal,1198540
1998,39,48,13,0,Optimal,1198540
1999,39,49,13,0,Optimal,1198540
2000,40,0,13,0,Optimal,1198540
2001,40,1,13,0,Optimal,1198540
2002,40,2,13,0,Optimal,1198540
2003,40,3,13,0,Optimal,1198540
2004,40,4,13,0,Optimal,1198540
2005,40,5,13,0,Optimal,1198540
2006,40,6,13,0,Optimal,1198540
2007,40,7,13,0,Optimal,1198540
2008,40,8,13,0,Optimal,1198540
2009,40,9,13,0,Optimal,1198540
2010,40,10,13,0,Optimal,1198540
2011,40,11,13,0,Optimal,1198540
2012,40,12,13,0,Optimal,1198540
2013,40,13,13,0,Optimal,1198540
2014,40,14,13,0,Optimal,1198540
2015,40,15,13,0,Optimal,1198540
2016,40,16,13,0,Optimal,1198540
2017,40,17,13,0,Optimal,1198540
2018,40,18,13,0,Optimal,1198540
2019,40,19,13,0,Optimal,1198540
2020,40,20,13,0,Optimal,1198540
2021,40,21,13,0,Optimal,1198540
2022,40,22,13,0,Optimal,1198540
2023,40,23,13,0,Optimal,1198540
2024,40,24,13,0,Optimal,1198540
2025,40,25,13,0,Optimal,1198540
2026,40,26,13,0,Optimal,1198540
2027,40,27,13,0,Optimal,1198540
2028,40,28,13,0,Optimal,1198540
2029,40,29,13,0,Optimal,1198540
2030,40,30,13,0,Optimal,1198540
2031,40,31,13,0,Optimal,1198540
2032,40,32,13,0,Optimal,1198540
2033,40,33,13,0,Optimal,1198540
2034,40,34,13,0,Optimal,1198540
2035,40,35,13,0,Optimal,1198540
2036,40,36,13,0,Optimal,1198540
2037,40,37,13,0,Optimal,1198540
2038,40,38,13,0,Optimal,1198540
2039,40,39,13,0,Optimal,1198540
2040,40,40,13,0,Optimal,1198540
2041,40,41,13,0,Optimal,1198540
2042,40,42,13,0,Optimal,1198540
2043,40,43,13,0,Optimal,1198540
2044,40,44,13,0,Optimal,1198540
2045,40,45,13,0,Optimal,1198540
2046,40,46,13,0,Optimal,1198540
2047,40,47,13,0,Optimal,1198540
2048,40,48,13,0,Optimal,1198540
2049,40,49,13,0,Optimal,1198540
2050,41,0,13,0,Optimal,1198540
2051,41,1,13,0,Optimal,1198540
2052,41,2,13,0,Optimal,1198540
2053,41,3,13,0,Optimal,1198540
2054,41,4,13,0,Optimal,1198540
2055,41,5,13,0,Optimal,1198540
2056,41,6,13,0,Optimal,1198540
2057,41,7,13,0,Optimal,1198540
2058,41,8,13,0,Optimal,1198540
2059,41,9,13,0,Optimal,1198540
2060,41,10,13,0,Optimal,1198540
2061,41,11,13,0,Optimal,1198540
2062,41,12,13,0,Optimal,1198540
2063,41,13,13,0,Optimal,1198540
2064,41,14,13,0,Optimal,1198540
2065,41,15,13,0,Optimal,1198540
2066,41,16,13,0,Optimal,1198540
2067,41,17,13,0,Optimal,1198540
2068,41,18,13,0,Optimal,1198540
2069,41,19,13,0,Optimal,1198540
2070,41,20,13,0,Optimal,1198540
2071,41,21,13,0,Optimal,1198540
2072,41,22,13,0,Optimal,1198540
2073,41,23,13,0,Optimal,1198540
2074,41,24,13,0,Optimal,1198540
2075,41,25,13,0,Optimal,1198540
2076,41,26,13,0,Optimal,1198540
2077,41,27,13,0,Optimal,1198540
2078,41,28,13,0,Optimal,1198540
2079,41,29,13,0,Optimal,1198540
2080,41,30,13,0,Optimal,1198540
2081,41,31,13,0,Optimal,1198540
2082,41,32,13,0,Optimal,1198540
2083,41,33,13,0,Optimal,1198540
2084,41,34,13,0,Optimal,1198540
2085,41,35,13,0,Optimal,1198540
2086,41,36,13,0,Optimal,1198540
2087,41,37,13,0,Optimal,1198540
2088,41,38,13,0,Optimal,1198540
2089,41,39,13,0,Optimal,1198540
2090,41,40,13,0,Optimal,1198540
2091,41,41,13,0,Optimal,1198540
2092,41,42,13,0,Optimal,1198540
2093,41,43,13,0,Optimal,1198540
2094,41,44,13,0,Optimal,1198540
2095,41,45,13,0,Optimal,1198540
2096,41,46,13,0,Optimal,1198540
2097,41,47,13,0,Optimal,1198540
2098,41,48,13,0,Optimal,1198540
2099,41,49,13,0,Optimal,1198540
2100,42,0,13,0,Optimal,1198540
2101,42,1,13,0,Optimal,1198540
2102,42,2,13,0,Optimal,1198540
2103,42,3,13,0,Optimal,1198540
2104,42,4,13,0,Optimal,1198540
2105,42,5,13,0,Optimal,1198540
2106,42,6,13,0,Optimal,1198540
2107,42,7,13,0,Optimal,1198540
2108,42,8,13,0,Optimal,1198540
2109,42,9,13,0,Optimal,1198540
2110,42,10,13,0,Optimal,1198540
2111,42,11,13,0,Optimal,1198540
2112,42,12,13,0,Optimal,1198540
2113,42,13,13,0,Optimal,1198540
2114,42,14,13,0,Optimal,1198540
2115,42,15,13,0,Optimal,1198540
2116,42,16,13,0,Optimal,1198540
2117,42,17,13,0,Optimal,1198540
2118,42,18,13,0,Optimal,1198540
2119,42,19,13,0,Optimal,1198540
2120,42,20,13,0,Optimal,1198540
2121,42,21,13,0,Optimal,1198540
2122,42,22,13,0,Optimal,1198540
2123,42,23,13,0,Optimal,1198540
2124,42,24,13,0,Optimal,1198540
2125,42,25,13,0,Optimal,1198540
2126,42,26,13,0,Optimal,1198540
2127,42,27,13,0,Optimal,1198540
2128,42,28,13,0,Optimal,1198540
2129,42,29,13,0,Optimal,1198540
2130,42,30,13,0,Optimal,1198540
2131,42,31,13,0,Optimal,1198540
2132,42,32,13,0,Optimal,1198540
2133,42,33,13,0,Optimal,1198540
2134,42,34,13,0,Optimal,1198540
2135,42,35,13,0,Optimal,1198540
2136,42,36,13,0,Optimal,1198540
2137,42,37,13,0,Optimal,1198540
2138,42,38,13,0,Optimal,1198540
2139,42,39,13,0,Optimal,1198540
2140,42,40,13,0,Optimal,1198540
2141,42,41,13,0,Optimal,1198540
2142,42,42,13,0,Optimal,1198540
2143,42,43,13,0,Optimal,1198540
2144,42,44,13,0,Optimal,1198540
2145,42,45,13,0,Optimal,1198540
2146,42,46,13,0,Optimal,1198540
2147,42,47,13,0,Optimal,1198540
2148,42,48,13,0,Optimal,1198540
2149,42,49,13,0,Optimal,1198540
2150,43,0,13,0,Optimal,1198540
2151,43,1,13,0,Optimal,1198540
2152,43,2,13,0,Optimal,1198540
2153,43,3,13,0,Optimal,1198540
2154,43,4,13,0,Optimal,1198540
2155,43,5,13,0,Optimal,1198540
2156,43,6,13,0,Optimal,1198540
2157,43,7,13,0,Optimal,1198540
2158,43,8,13,0,Optimal,1198540
2159,43,9,13,0,Optimal,1198540
2160,43,10,13,0,Optimal,1198540
2161,43,11,13,0,Optimal,1198540
2162,43,12,13,0,Optimal,1198540
2163,43,13,13,0,Optimal,1198540
2164,43,14,13,0,Optimal,1198540
2165,43,15,13,0,Optimal,1198540
2166,43,16,13,0,Optimal,1198540
2167,43,17,13,0,Optimal,1198540
2168,43,18,13,0,Optimal,1198540
2169,43,19,13,0,Optimal,1198540
2170,43,20,13,0,Optimal,1198540
2171,43,21,13,0,Optimal,1198540
2172,43,22,13,0,Optimal,1198540
2173,43,23,13,0,Optimal,1198540
2174,43,24,13,0,Optimal,1198540
2175,43,25,13,0,Optimal,1198540
2176,43,26,13,0,Optimal,1198540
2177,43,27,13,0,Optimal,1198540
2178,43,28,13,0,Optimal,1198540
2179,43,29,13,0,Optimal,1198540
2180,43,30,13,0,Optimal,1198540
2181,43,31,13,0,Optimal,1198540
2182,43,32,13,0,Optimal,1198540
2183,43,33,13,0,Optimal,1198540
2184,43,34,13,0,Optimal,1198540
2185,43,35,13,0,Optimal,1198540
2186,43,36,13,0,Optimal,1198540
2187,43,37,13,0,Optimal,1198540
2188,43,38,13,0,Optimal,1198540
2189,43,39,13,0,Optimal,1198540
2190,43,40,13,0,Optimal,1198540
2191,43,41,13,0,Optimal,1198540
2192,43,42,13,0,Optimal,1198540
2193,43,43,13,0,Optimal,1198540
2194,43,44,13,0,Optimal,1198540
2195,43,45,13,0,Optimal,1198540
2196,43,46,13,0,Optimal,1198540
2197,43,47,13,0,Optimal,1198540
2198,43,48,13,0,Optimal,1198540
2199,43,49,13,0,Optimal,1198540
2200,44,0,13,0,Optimal,1198540
2201,44,1,13,0,Optimal,1198540
2202,44,2,13,0,Optimal,1198540
2203,44,3,13,0,Optimal,1198540
2204,44,4,13,0,Optimal,1198540
2205,44,5,13,0,Optimal,1198540
2206,44,6,13,0,Optimal,1198540
2207,44,7,13,0,Optimal,1198540
2208,44,8,13,0,Optimal,1198540
2209,44,9,13,0,Optimal,1198540
2210,44,10,13,0,Optimal,1198540
2211,44,11,13,0,Optimal,1198540
2212,44,12,13,0,Optimal,1198540
2213,44,13,13,0,Optimal,1198540
2214,44,14,13,0,Optimal,1198540
2215,44,15,13,0,Optimal,1198540
2216,44,16,13,0,Optimal,1198540
2217,44,17,13,0,Optimal,1198540
2218,44,18,13,0,Optimal,1198540
2219,44,19,13,0,Optimal,1198540
2220,44,20,13,0,Optimal,1198540
2221,44,21,13,0,Optimal,1198540
2222,44,22,13,0,Optimal,1198540
2223,44,23,13,0,Optimal,1198540
2224,44,24,13,0,Optimal,1198540
2225,44,25,13,0,Optimal,1198540
2226,44,26,13,0,Optimal,1198540
2227,44,27,13,0,Optimal,1198540
2228,44,28,13,0,Optimal,1198540
2229,44,29,13,0,Optimal,1198540
2230,44,30,13,0,Optimal,1198540
2231,44,31,13,0,Optimal,1198540
2232,44,32,13,0,Optimal,1198540
2233,44,33,13,0,Optimal,1198540
2234,44,34,13,0,Optimal,1198540
2235,44,35,13,0,Optimal,1198540
2236,44,36,13,0,Optimal,1198540
2237,44,37,13,0,Optimal,1198540
2238,44,38,13,0,Optimal,1198540
2239,44,39,13,0,Optimal,1198540
2240,44,40,13,0,Optimal,1198540
2241,44,41,13,0,Optimal,1198540
2242,44,42,13,0,Optimal,1198540
2243,44,43,13,0,Optimal,1198540
2244,44,44,13,0,Optimal,1198540
2245,44,45,13,0,Optimal,1198540
2246,44,46,13,0,Optimal,1198540
2247,44,47,13,0,Optimal,1198540
2248,44,48,13,0,Optimal,1198540
2249,44,49,13,0,Optimal,1198540
2250,45,0,13,0,Optimal,1198540
2251,45,1,13,0,Optimal,1198540
2252,45,2,13,0,Optimal,1198540
2253,45,3,13,0,Optimal,1198540
2254,45,4,13,0,Optimal,1198540
2255,45,5,13,0,Optimal,1198540
2256,45,6,13,0,Optimal,1198540
2257,45,7,13,0,Optimal,1198540
2258,45,8,13,0,Optimal,1198540
2259,45,9,13,0,Optimal,1198540
2260,45,10,13,0,Optimal,1198540
2261,45,11,13,0,Optimal,1198540
2262,45,12,13,0,Optimal,1198540
2263,45,13,13,0,Optimal,1198540
2264,45,14,13,0,Optimal,1198540
2265,45,15,13,0,Optimal,1198540
2266,45,16,13,0,Optimal,1198540
2267,45,17,13,0,Optimal,1198540
2268,45,18,13,0,Optimal,1198540
2269,45,19,13,0,Optimal,1198540
2270,45,20,13,0,Optimal,1198540
2271,45,21,13,0,Optimal,1198540
2272,45,22,13,0,Optimal,1198540
2273,45,23,13,0,Optimal,1198540
2274,45,24,13,0,Optimal,1198540
2275,45,25,13,0,Optimal,1198540
2276,45,26,13,0,Optimal,1198540
2277,45,27,13,0,Optimal,1198540
2278,45,28,13,0,Optimal,1198540
2279,45,29,13,0,Optimal,1198540
2280,45,30,13,0,Optimal,1198540
2281,45,31,13,0,Optimal,1198540
2282,45,32,13,0,Optimal,1198540
2283,45,33,13,0,Optimal,1198540
2284,45,34,13,0,Optimal,1198540
2285,45,35,13,0,Optimal,1198540
2286,45,36,13,0,Optimal,1198540
2287,45,37,13,0,Optimal,1198540
2288,45,38,13,0,Optimal,1198540
2289,45,39,13,0,Optimal,1198540
2290,45,40,13,0,Optimal,1198540
2291,45,41,13,0,Optimal,1198540
2292,45,42,13,0,Optimal,1198540
2293,45,43,13,0,Optimal,1198540
2294,45,44,13,0,Optimal,1198540
2295,45,45,13,0,Optimal,1198540
2296,45,46,13,0,Optimal,1198540
2297,45,47,13,0,Optimal,1198540
2298,45,48,13,0,Optimal,1198540
2299,45,49,13,0,Optimal,1198540
2300,46,0,13,0,Optimal,1198540
2301,46,1,13,0,Optimal,1198540
2302,46,2,13,0,Optimal,1198540
2303,46,3,13,0,Optimal,1198540
2304,46,4,13,0,Optimal,1198540
2305,46,5,13,0,Optimal,1198540
2306,46,6,13,0,Optimal,1198540
2307,46,7,13,0,Optimal,1198540
2308,46,8,13,0,Optimal,1198540
2309,46,9,13,0,Optimal,1198540
2310,46,10,13,0,Optimal,1198540
2311,46,11,13,0,Optimal,1198540
2312,46,12,13,0,Optimal,1198540
2313,46,13,13,0,Optimal,1198540
2314,46,14,13,0,Optimal,1198540
2315,46,15,13,0,Optimal,1198540
2316,46,16,13,0,Optimal,1198540
2317,46,17,13,0,Optimal,1198540
2318,46,18,13,0,Optimal,1198540
2319,46,19,13,0,Optimal,1198540
2320,46,20,13,0,Optimal,1198540
2321,46,21,13,0,Optimal,1198540
2322,46,22,13,0,Optimal,1198540
2323,46,23,13,0,Optimal,1198540
2324,46,24,13,0,Optimal,1198540
2325,46,25,13,0,Optimal,1198540
2326,46,26,13,0,Optimal,1198540
2327,46,27,13,0,Optimal,1198540
2328,46,28,13,0,Optimal,1198540
2329,46,29,13,0,Optimal,1198540
2330,46,30,13,0,Optimal,1198540
2331,46,31,13,0,Optimal,1198540
2332,46,32,13,0,Optimal,1198540
2333,46,33,13,0,Optimal,1198540
2334,46,34,13,0,Optimal,1198540
2335,46,35,13,0,Optimal,1198540
2336,46,36,13,0,Optimal,1198540
2337,46,37,13,0,Optimal,1198540
2338,46,38,13,0,Optimal,1198540
2339,46,39,13,0,Optimal,1198540
2340,46,40,13,0,Optimal,1198540
2341,46,41,13,0,Optimal,1198540
2342,46,42,13,0,Optimal,1198540
2343,46,43,13,0,Optimal,1198540
2344,46,44,13,0,Optimal,1198540
2345,46,45,13,0,Optimal,1198540
2346,46,46,13,0,Optimal,1198540
2347,46,47,13,0,Optimal,1198540
2348,46,48,13,0,Optimal,1198540
2349,46,49,13,0,Optimal,1198540
2350,47,0,13,0,Optimal,1198540
2351,47,1,13,0,Optimal,1198540
2352,47,2,13,0,Optimal,1198540
2353,47,3,13,0,Optimal,1198540
2354,47,4,13,0,Optimal,1198540
2355,47,5,13,0,Optimal,1198540
2356,47,6,13,0,Optimal,1198540
2357,47,7,13,0,Optimal,1198540
2358,47,8,13,0,Optimal,1198540
2359,47,9,13,0,Optimal,1198540
2360,47,10,13,0,Optimal,1198540
2361,47,11,13,0,Optimal,1198540
2362,47,12,13,0,Optimal,1198540
2363,47,13,13,0,Optimal,1198540
2364,47,14,13,0,Optimal,1198540
2365,47,15,13,0,Optimal,1198540
2366,47,16,13,0,Optimal,1198540
2367,47,17,13,0,Optimal,1198540
2368,47,18,13,0,Optimal,1198540
2369,47,19,13,0,Optimal,1198540
2370,47,20,13,0,Optimal,1198540
2371,47,21,13,0,Optimal,1198540
2372,47,22,13,0,Optimal,1198540
2373,47,23,13,0,Optimal,1198540
2374,47,24,13,0,Optimal,1198540
2375,47,25,13,0,Optimal,1198540
2376,47,26,13,0,Optimal,1198540
2377,47,27,13,0,Optimal,1198540
2378,47,28,13,0,Optimal,1198540
2379,47,29,13,0,Optimal,1198540
2380,47,30,13,0,Optimal,1198540
2381,47,31,13,0,Optimal,1198540
2382,47,32,13,0,Optimal,1198540
2383,47,33,13,0,Optimal,1198540
2384,47,34,13,0,Optimal,1198540
2385,47,35,13,0,Optimal,1198540
2386,47,36,13,0,Optimal,1198540
2387,47,37,13,0,Optimal,1198540
2388,47,38,13,0,Optimal,1198540
2389,47,39,13,0,Optimal,1198540
2390,47,40,13,0,Optimal,1198540
2391,47,41,13,0,Optimal,1198540
2392,47,42,13,0,Optimal,1198540
2393,47,43,13,0,Optimal,1198540
2394,47,44,13,0,Optimal,1198540
2395,47,45,13,0,Optimal,1198540
2396,47,46,13,0,Optimal,1198540
2397,47,47,13,0,Optimal,1198540
2398,47,48,13,0,Optimal,1198540
2399,47,49,13,0,Optimal,1198540
2400,48,0,13,0,Optimal,1198540
2401,48,1,13,0,Optimal,1198540
2402,48,2,13,0,Optimal,1198540
2403,48,3,13,0,Optimal,1198540
2404,48,4,13,0,Optimal,1198540
2405,48,5,13,0,Optimal,1198540
2406,48,6,13,0,Optimal,1198540
2407,48,7,13,0,Optimal,1198540
2408,48,8,13,0,Optimal,1198540
2409,48,9,13,0,Optimal,1198540
2410,48,10,13,0,Optimal,1198540
2411,48,11,13,0,Optimal,1198540
2412,48,12,13,0,Optimal,1198540
2413,48,13,13,0,Optimal,1198540
2414,48,14,13,0,Optimal,1198540
2415,48,15,13,0,Optimal,1198540
2416,48,16,13,0,Optimal,1198540
2417,48,17,13,0,Optimal,1198540
2418,48,18,13,0,Optimal,1198540
2419,48,19,13,0,Optimal,1198540
2420,48,20,13,0,Optimal,1198540
2421,48,21,13,0,Optimal,1198540
2422,48,22,13,0,Optimal,1198540
2423,48,23,13,0,Optimal,1198540
2424,48,24,13,0,Optimal,1198540
2425,48,25,13,0,Optimal,1198540
2426,48,26,13,0,Optimal,1198540
2427,48,27,13,0,Optimal,1198540
2428,48,28,13,0,Optimal,1198540
2429,48,29,13,0,Optimal,1198540
2430,48,30,13,0,Optimal,1198540
2431,48,31,13,0,Optimal,1198540
2432,48,32,13,0,Optimal,1198540
2433,48,33,13,0,Optimal,1198540
2434,48,34,13,0,Optimal,1198540
2435,48,35,13,0,Optimal,1198540
2436,48,36,13,0,Optimal,1198540
2437,48,37,13,0,Optimal,1198540
2438,48,38,13,0,Optimal,1198540
2439,48,39,13,0,Optimal,1198540
2440,48,40,13,0,Optimal,1198540
2441,48,41,13,0,Optimal,1198540
2442,48,42,13,0,Optimal,1198540
2443,48,43,13,0,Optimal,1198540
2444,48,44,13,0,Optimal,1198540
2445,48,45,13,0,Optimal,1198540
2446,48,46,13,0,Optimal,1198540
2447,48,47,13,0,Optimal,1198540
2448,48,48,13,0,Optimal,1198540
2449,48,49,13,0,Optimal,1198540
2450,49,0,13,0,Optimal,1198540
2451,49,1,13,0,Optimal,1198540
2452,49,2,13,0,Optimal,1198540
2453,49,3,13,0,Optimal,1198540
2454,49,4,13,0,Optimal,1198540
2455,49,5,13,0,Optimal,1198540
2456,49,6,13,0,Optimal,1198540
2457,49,7,13,0,Optimal,1198540
2458,49,8,13,0,Optimal,1198540
2459,49,9,13,0,Optimal,1198540
2460,49,10,13,0,Optimal,1198540
2461,49,11,13,0,Optimal,1198540
2462,49,12,13,0,Optimal,1198540
2463,49,13,13,0,Optimal,1198540
2464,49,14,13,0,Optimal,1198540
2465,49,15,13,0,Optimal,1198540
2466,49,16,13,0,Optimal,1198540
2467,49,17,13,0,Optimal,1198540
2468,49,18,13,0,Optimal,1198540
2469,49,19,13,0,Optimal,1198540
2470,49,20,13,0,Optimal,1198540
2471,49,21,13,0,Optimal,1198540
2472,49,22,13,0,Optimal,1198540
2473,49,23,13,0,Optimal,1198540
2474,49,24,13,0,Optimal,1198540
2475,49,25,13,0,Optimal,1198540
2476,49,26,13,0,Optimal,1198540
2477,49,27,13,0,Optimal,1198540
2478,49,28,13,0,Optimal,1198540
2479,49,29,13,0,Optimal,1198540
2480,49,30,13,0,Optimal,1198540
2481,49,31,13,0,Optimal,1198540
2482,49,32,13,0,Optimal,1198540
2483,49,33,13,0,Optimal,1198540
2484,49,34,13,0,Optimal,1198540
2485,49,35,13,0,Optimal,1198540
2486,49,36,13,0,Optimal,1198540
2487,49,37,13,0,Optimal,1198540
2488,49,38,13,0,Optimal,1198540
2489,49,39,13,0,Optimal,1198540
2490,49,40,13,0,Optimal,1198540
2491,49,41,13,0,Optimal,1198540
2492,49,42,13,0,Optimal,1198540
2493,49,43,13,0,Optimal,1198540
2494,49,44,13,0,Optimal,1198540
2495,49,45,13,0,Optimal,1198540
2496,49,46,13,0,Optimal,1198540
2497,49,47,13,0,Optimal,1198540
2498,49,48,13,0,Optimal,1198540
2499,49,49,13,0,Optimal,1198540
